,student_id,age,gender,school_type,parent_education,study_hours,attendance_percentage,internet_access,travel_time,extra_activities,study_method,math_score,science_score,english_score,overall_score,final_grade
9203,9204,19,female,private,no formal,1.8,72.1,yes,>60 min,no,mixed,41.0,42.5,52.0,39.2,f
9204,9205,17,other,public,no formal,3.3,96.5,yes,<15 min,no,coaching,66.9,35.6,59.4,67.3,d
9205,9206,19,female,private,post graduate,2.3,88.1,yes,30-60 min,no,notes,39.0,77.3,60.8,51.8,e
9206,9207,16,female,public,diploma,2.0,66.6,yes,<15 min,yes,online videos,32.8,51.4,43.7,50.9,e
9207,9208,17,female,private,phd,4.1,77.4,no,<15 min,no,coaching,71.4,81.8,77.0,69.9,d
9208,9209,16,male,private,graduate,6.6,99.1,yes,15-30 min,yes,group study,100.0,100.0,87.4,100.0,a
9209,9210,18,female,public,high school,7.1,85.8,yes,>60 min,yes,notes,93.0,94.0,89.1,85.9,b
9210,9211,18,other,private,high school,2.5,79.5,no,15-30 min,no,textbook,26.4,40.4,27.9,43.4,e
9211,9212,15,female,private,diploma,3.9,78.0,yes,30-60 min,no,notes,71.5,82.4,64.4,69.1,d
9212,9213,19,male,private,no formal,6.8,94.7,yes,15-30 min,yes,group study,100.0,100.0,91.4,99.5,a
9213,9214,19,other,private,graduate,7.9,59.7,yes,>60 min,no,group study,87.2,81.4,96.2,92.8,b
9214,9215,19,male,public,diploma,6.9,78.9,no,15-30 min,yes,online videos,73.1,79.3,78.2,77.4,c
9215,9216,15,male,private,no formal,4.2,67.5,yes,15-30 min,no,group study,51.9,58.3,59.2,57.1,d
9216,9217,18,male,private,graduate,7.0,73.4,no,15-30 min,no,coaching,69.6,71.5,80.8,75.8,c
9217,9218,14,male,public,phd,5.8,52.0,no,30-60 min,no,online videos,77.6,54.3,63.5,65.4,d
9218,9219,14,male,private,phd,1.4,89.7,yes,30-60 min,yes,online videos,32.7,29.6,54.9,39.1,f
9219,9220,19,male,public,diploma,1.1,59.2,yes,>60 min,yes,coaching,34.2,48.9,31.0,42.3,e
9220,9221,14,other,private,no formal,7.5,78.1,yes,<15 min,no,group study,66.1,85.0,86.3,88.8,b
9221,9222,19,female,public,phd,7.4,96.2,yes,<15 min,no,mixed,100.0,100.0,96.6,95.3,a
9222,9223,16,male,public,graduate,3.9,62.9,yes,15-30 min,no,textbook,51.0,58.5,65.2,59.8,d
9223,9224,15,female,private,post graduate,5.5,66.4,yes,15-30 min,yes,online videos,69.9,77.7,81.9,78.7,c
9224,9225,14,other,public,no formal,2.8,70.3,yes,30-60 min,yes,online videos,55.6,31.6,39.9,40.8,e
9225,9226,18,other,public,high school,5.8,77.2,yes,>60 min,yes,group study,68.2,75.0,81.7,80.9,c
9226,9227,18,male,private,high school,3.8,61.5,yes,>60 min,yes,notes,37.3,52.2,54.4,53.0,e
9227,9228,16,male,public,post graduate,3.1,86.9,yes,15-30 min,no,online videos,37.6,36.8,56.7,53.1,e
9228,9229,18,other,private,post graduate,3.8,81.5,yes,30-60 min,no,online videos,38.9,56.8,54.6,54.4,e
9229,9230,15,female,public,post graduate,3.9,54.7,yes,30-60 min,yes,coaching,51.2,58.4,59.0,59.1,d
9230,9231,17,other,public,diploma,7.6,75.5,yes,30-60 min,yes,textbook,96.5,82.9,93.9,98.2,a
9231,9232,15,male,public,high school,7.1,68.0,yes,30-60 min,no,mixed,82.9,86.0,91.3,87.0,b
9232,9233,17,male,private,high school,2.0,67.5,no,>60 min,yes,notes,57.2,21.9,57.3,49.3,e
9233,9234,14,female,private,high school,2.6,99.2,yes,15-30 min,no,group study,62.2,54.0,42.9,58.6,d
9234,9235,16,male,public,no formal,2.7,70.3,yes,30-60 min,yes,coaching,41.5,41.1,50.4,40.2,e
9235,9236,17,other,public,post graduate,0.6,51.2,yes,15-30 min,no,notes,35.7,42.2,34.0,33.0,f
9236,9237,17,other,public,post graduate,4.5,67.7,yes,15-30 min,yes,notes,75.2,96.6,69.8,70.2,c
9237,9238,16,male,public,post graduate,4.1,80.0,no,>60 min,no,mixed,61.2,65.4,72.7,63.5,d
9238,9239,17,female,private,phd,1.4,76.4,yes,<15 min,no,mixed,51.2,38.9,46.7,35.9,f
9239,9240,17,female,private,post graduate,7.9,53.9,yes,30-60 min,no,group study,73.5,65.0,75.7,80.9,c
9240,9241,15,female,private,high school,6.2,58.4,yes,<15 min,no,notes,64.4,69.2,82.2,70.9,c
9241,9242,15,female,private,high school,1.9,88.5,yes,>60 min,no,textbook,48.6,53.6,59.9,58.2,d
9242,9243,17,female,private,no formal,5.8,50.4,yes,<15 min,yes,online videos,49.2,41.3,47.9,58.3,d
9243,9244,19,other,private,post graduate,3.1,61.5,yes,>60 min,no,notes,46.0,76.3,52.0,58.9,d
9244,9245,18,male,private,phd,5.2,99.0,yes,>60 min,no,online videos,76.4,93.4,96.8,88.9,b
9245,9246,17,male,private,post graduate,4.0,82.8,yes,<15 min,no,online videos,68.3,76.5,71.5,71.1,c
9246,9247,19,other,public,diploma,1.5,62.3,yes,>60 min,yes,online videos,41.2,61.0,27.7,44.2,e
9247,9248,19,other,public,high school,4.0,59.7,yes,>60 min,yes,online videos,49.1,40.9,69.1,55.0,e
9248,9249,17,female,public,diploma,7.7,70.8,yes,15-30 min,yes,coaching,84.2,80.6,100.0,93.4,b
9249,9250,14,other,public,high school,6.1,82.3,no,<15 min,no,textbook,87.5,89.3,82.4,75.3,c
9250,9251,17,male,public,no formal,5.2,58.6,yes,<15 min,yes,mixed,74.5,50.3,57.7,60.1,d
9251,9252,17,other,public,diploma,6.8,87.4,yes,>60 min,yes,textbook,97.8,98.5,100.0,91.5,b
9252,9253,15,other,public,high school,6.7,52.1,no,>60 min,no,mixed,75.4,76.1,58.9,73.1,c
9253,9254,19,male,private,post graduate,7.2,59.7,yes,30-60 min,no,online videos,100.0,100.0,76.6,89.9,b
9254,9255,19,male,private,phd,1.3,79.5,yes,>60 min,yes,online videos,40.6,53.2,36.9,38.1,f
9255,9256,15,female,private,high school,1.5,85.3,yes,15-30 min,no,mixed,24.1,53.9,37.5,38.5,f
9256,9257,16,other,public,no formal,6.5,83.6,yes,<15 min,yes,notes,79.4,73.2,90.7,89.9,b
9257,9258,15,male,public,phd,8.0,63.1,no,30-60 min,yes,mixed,83.1,89.8,60.2,82.9,c
9258,9259,15,female,public,high school,4.7,69.3,yes,15-30 min,yes,online videos,66.6,71.2,61.6,60.6,d
9259,9260,15,other,private,high school,7.7,51.9,no,>60 min,no,group study,99.6,86.9,65.6,86.9,b
9260,9261,16,male,private,phd,5.5,50.0,yes,>60 min,no,coaching,70.4,52.0,62.3,58.0,d
9261,9262,15,female,private,phd,1.1,70.8,yes,>60 min,no,online videos,46.1,36.2,16.2,37.4,f
9262,9263,14,male,private,graduate,7.4,77.2,yes,30-60 min,yes,mixed,97.7,96.6,99.2,87.9,b
9263,9264,16,male,private,no formal,6.8,91.1,yes,<15 min,no,online videos,89.6,80.8,97.6,93.3,b
9264,9265,17,female,public,post graduate,4.5,98.1,yes,15-30 min,yes,mixed,79.0,100.0,87.8,83.2,c
9265,9266,15,male,public,post graduate,6.1,80.0,yes,30-60 min,yes,online videos,68.3,54.6,73.6,73.1,c
9266,9267,17,male,public,diploma,3.1,90.8,yes,>60 min,yes,group study,67.0,59.9,74.5,66.6,d
9267,9268,15,other,public,graduate,5.1,56.5,no,<15 min,no,notes,80.1,60.4,83.6,72.6,c
9268,9269,18,male,public,graduate,3.6,90.8,yes,<15 min,yes,online videos,90.4,58.9,43.5,58.6,d
9269,9270,17,other,private,graduate,4.5,62.7,yes,<15 min,no,textbook,53.3,52.6,39.4,57.7,d
9270,9271,19,male,public,graduate,5.3,70.5,yes,15-30 min,no,textbook,68.3,87.9,84.0,74.8,c
9271,9272,14,female,private,phd,0.9,51.1,no,<15 min,yes,group study,38.0,29.4,25.7,31.5,f
9272,9273,19,other,private,no formal,1.2,73.4,yes,>60 min,no,textbook,42.4,49.9,44.2,46.8,e
9273,9274,16,female,private,no formal,1.1,82.6,yes,>60 min,yes,notes,62.4,48.3,55.0,49.5,e
9274,9275,14,female,public,no formal,5.0,62.6,yes,30-60 min,yes,coaching,89.2,71.7,88.5,74.8,c
9275,9276,18,other,private,no formal,3.6,90.4,yes,<15 min,no,coaching,81.4,64.5,68.8,62.4,d
9276,9277,15,male,public,diploma,4.3,96.3,yes,<15 min,yes,notes,86.7,68.9,93.7,81.9,c
9277,9278,15,other,public,no formal,4.3,78.5,yes,30-60 min,no,mixed,72.6,47.2,60.4,56.7,d
9278,9279,19,other,private,high school,0.8,62.2,yes,>60 min,yes,coaching,17.5,19.2,22.5,30.2,f
9279,9280,15,other,private,graduate,6.5,85.3,yes,>60 min,no,notes,95.6,85.5,90.9,82.4,c
9280,9281,17,female,public,phd,5.8,64.7,yes,15-30 min,no,notes,71.4,64.6,43.8,63.2,d
9281,9282,15,female,public,post graduate,5.7,58.1,yes,30-60 min,no,coaching,78.0,77.6,87.9,75.4,c
9282,9283,14,female,public,high school,0.8,64.3,yes,<15 min,no,mixed,25.5,27.6,22.4,27.2,f
9283,9284,14,female,public,no formal,5.4,72.0,yes,15-30 min,yes,textbook,48.0,80.7,84.7,76.6,c
9284,9285,14,other,public,post graduate,4.3,61.3,yes,30-60 min,yes,group study,58.4,46.9,48.1,51.1,e
9285,9286,16,other,public,post graduate,6.2,66.9,yes,>60 min,no,online videos,79.9,83.7,70.6,85.1,b
9286,9287,16,male,public,phd,1.2,69.8,yes,<15 min,no,online videos,41.4,48.5,49.4,44.6,e
9287,9288,14,male,public,diploma,6.1,87.7,yes,>60 min,yes,textbook,94.6,84.6,96.7,92.0,b
9288,9289,16,other,public,no formal,7.7,92.9,yes,30-60 min,no,coaching,100.0,100.0,92.4,100.0,a
9289,9290,15,female,public,phd,6.9,91.2,no,30-60 min,no,textbook,77.9,97.1,93.4,85.5,b
9290,9291,17,female,private,high school,7.2,59.7,no,>60 min,yes,online videos,73.2,83.4,84.0,81.3,c
9291,9292,19,male,private,diploma,1.1,90.5,yes,>60 min,yes,textbook,32.7,56.7,37.5,42.1,e
9292,9293,18,male,public,diploma,4.5,82.0,yes,<15 min,no,mixed,62.9,60.9,66.3,61.9,d
9293,9294,19,female,private,phd,2.3,61.9,yes,<15 min,no,textbook,52.0,51.0,40.5,39.9,f
9294,9295,15,other,private,diploma,4.6,68.8,yes,>60 min,yes,online videos,74.6,64.7,68.6,72.7,c
9295,9296,15,other,public,graduate,5.8,67.3,yes,<15 min,no,online videos,81.8,81.8,81.0,78.6,c
9296,9297,18,other,public,graduate,6.1,71.8,yes,30-60 min,yes,mixed,76.1,83.9,75.1,78.1,c
9297,9298,15,male,public,phd,7.9,92.2,yes,15-30 min,yes,notes,92.2,100.0,90.9,96.7,a
9298,9299,19,male,private,phd,7.7,70.6,yes,15-30 min,no,notes,84.0,95.6,77.6,90.4,b
9299,9300,16,female,public,graduate,2.4,52.7,yes,15-30 min,yes,online videos,46.2,65.8,53.5,50.1,e
9300,9301,15,female,public,no formal,7.4,86.9,yes,15-30 min,yes,online videos,73.7,95.5,81.6,87.9,b
9301,9302,19,male,public,diploma,7.1,89.4,yes,<15 min,no,group study,100.0,87.9,91.6,87.0,b
9302,9303,17,female,private,graduate,5.9,78.6,yes,30-60 min,yes,online videos,87.8,86.2,85.6,85.0,c
9303,9304,18,other,public,post graduate,2.4,73.8,yes,30-60 min,no,group study,51.3,43.0,50.3,49.1,e
9304,9305,16,male,private,post graduate,1.9,88.6,yes,<15 min,yes,mixed,57.1,50.7,62.6,53.2,e
9305,9306,14,other,private,diploma,3.8,51.1,yes,<15 min,no,group study,45.6,48.3,49.4,49.7,e
9306,9307,18,female,public,post graduate,0.8,79.2,yes,15-30 min,yes,notes,31.9,31.1,23.0,28.6,f
9307,9308,14,female,private,high school,2.6,97.6,no,30-60 min,no,mixed,46.7,51.8,54.5,53.2,e
9308,9309,17,female,public,graduate,1.1,89.7,yes,<15 min,yes,mixed,42.3,33.8,52.9,47.4,e
9309,9310,16,other,private,diploma,4.4,63.8,yes,<15 min,yes,group study,58.7,71.3,65.6,58.9,d
9310,9311,18,female,private,post graduate,5.1,95.9,yes,30-60 min,no,group study,71.1,49.1,66.6,70.4,c
9311,9312,19,male,private,phd,1.3,60.1,yes,15-30 min,no,notes,57.1,33.7,66.9,42.3,e
9312,9313,16,male,private,post graduate,7.1,77.3,yes,<15 min,no,online videos,82.1,100.0,80.7,91.3,b
9313,9314,19,other,private,post graduate,1.2,81.2,yes,15-30 min,no,mixed,40.1,41.8,46.8,49.7,e
9314,9315,14,male,private,post graduate,3.5,51.7,yes,>60 min,yes,group study,46.1,60.5,50.0,50.4,e
9315,9316,14,other,public,high school,4.3,56.4,yes,<15 min,yes,textbook,71.8,64.0,68.8,61.4,d
9316,9317,19,female,public,high school,4.9,77.2,yes,30-60 min,no,coaching,75.5,78.0,78.5,72.6,c
9317,9318,17,male,public,phd,2.9,59.0,yes,>60 min,yes,mixed,61.4,34.9,56.4,38.8,f
9318,9319,16,male,public,graduate,5.8,71.0,yes,30-60 min,no,group study,68.3,66.4,78.4,69.0,d
9319,9320,14,other,public,diploma,3.1,85.3,yes,<15 min,no,notes,54.0,56.9,50.4,50.2,e
9320,9321,15,male,public,graduate,2.4,81.3,yes,>60 min,no,textbook,53.7,53.7,64.4,52.8,e
9321,9322,18,male,public,no formal,3.9,93.7,yes,<15 min,no,textbook,69.6,62.3,66.4,66.8,d
9322,9323,18,male,private,no formal,1.4,96.1,yes,>60 min,no,notes,37.0,44.3,33.7,44.6,e
9323,9324,19,female,private,no formal,7.7,96.3,yes,15-30 min,yes,group study,100.0,96.8,100.0,99.7,a
9324,9325,16,other,private,graduate,4.6,69.6,yes,>60 min,yes,online videos,50.3,49.0,61.7,61.6,d
9325,9326,16,male,public,no formal,1.6,56.1,yes,>60 min,no,online videos,48.5,46.0,35.5,45.0,e
9326,9327,14,other,private,no formal,6.5,83.4,yes,15-30 min,no,coaching,95.9,98.5,100.0,91.5,b
9327,9328,14,other,public,post graduate,5.9,96.0,yes,30-60 min,yes,coaching,93.0,94.9,100.0,95.0,a
9328,9329,16,male,public,post graduate,3.7,88.5,yes,<15 min,no,textbook,67.2,72.4,80.2,73.8,c
9329,9330,17,male,public,high school,7.9,84.9,no,15-30 min,yes,coaching,92.5,100.0,85.4,100.0,a
9330,9331,14,female,private,post graduate,4.3,90.1,yes,>60 min,yes,textbook,56.4,55.7,80.2,65.8,d
9331,9332,16,male,public,no formal,2.1,70.5,yes,15-30 min,yes,online videos,44.6,32.2,37.7,51.8,e
9332,9333,17,male,public,diploma,6.4,75.1,yes,15-30 min,no,textbook,100.0,93.5,100.0,84.0,c
9333,9334,18,female,private,diploma,7.5,60.0,yes,>60 min,no,notes,87.4,90.6,78.1,84.5,c
9334,9335,19,other,private,diploma,2.5,83.6,yes,30-60 min,no,notes,55.9,38.4,46.1,58.4,d
9335,9336,16,other,public,phd,0.6,67.4,yes,15-30 min,yes,mixed,26.9,32.5,49.4,34.1,f
9336,9337,16,female,private,no formal,5.1,63.4,yes,<15 min,yes,textbook,66.4,67.8,48.7,67.9,d
9337,9338,19,male,private,graduate,6.0,62.5,yes,<15 min,no,notes,81.0,70.7,80.3,75.1,c
9338,9339,18,male,private,high school,2.5,75.5,yes,15-30 min,yes,mixed,60.9,46.8,48.9,55.6,d
9339,9340,15,female,public,diploma,7.7,77.0,yes,<15 min,yes,textbook,100.0,94.6,100.0,95.2,a
9340,9341,18,male,public,high school,1.8,91.3,yes,15-30 min,yes,online videos,65.8,48.0,51.0,55.6,d
9341,9342,14,female,public,post graduate,6.5,95.8,yes,>60 min,yes,group study,93.4,93.1,96.1,93.6,b
9342,9343,16,other,private,no formal,7.1,65.5,yes,30-60 min,yes,coaching,68.8,62.1,58.0,75.8,c
9343,9344,15,other,public,no formal,1.8,66.6,yes,<15 min,no,online videos,42.1,49.6,46.2,44.5,e
9344,9345,19,male,public,high school,4.3,64.1,yes,30-60 min,yes,mixed,77.9,86.1,84.7,70.0,c
9345,9346,14,male,private,phd,0.7,65.1,yes,30-60 min,yes,notes,19.5,26.4,46.6,26.0,f
9346,9347,19,male,private,no formal,5.3,86.4,yes,>60 min,yes,coaching,98.4,84.6,92.3,77.4,c
9347,9348,15,female,public,high school,4.6,81.5,yes,30-60 min,yes,notes,61.3,65.9,86.4,68.2,d
9348,9349,14,male,private,diploma,6.3,53.9,yes,>60 min,yes,textbook,76.1,86.5,73.1,71.0,c
9349,9350,17,other,private,no formal,4.3,78.6,no,<15 min,no,mixed,73.8,64.2,70.2,70.9,c
9350,9351,18,other,private,graduate,3.2,92.4,no,15-30 min,yes,textbook,64.9,41.1,52.2,57.0,d
9351,9352,14,male,public,diploma,1.5,53.0,yes,<15 min,yes,group study,21.5,27.7,30.9,42.1,e
9352,9353,14,female,private,graduate,0.9,95.3,yes,30-60 min,no,textbook,54.4,36.0,50.7,44.9,e
9353,9354,14,female,private,no formal,4.5,62.8,yes,>60 min,yes,group study,62.7,68.0,71.7,66.3,d
9354,9355,16,male,public,high school,7.4,66.4,no,30-60 min,no,textbook,71.4,76.9,82.8,79.9,c
9355,9356,14,other,private,high school,6.2,70.0,yes,>60 min,no,notes,94.4,100.0,93.0,84.7,c
9356,9357,18,other,public,post graduate,3.4,57.1,yes,<15 min,no,mixed,30.6,51.2,37.4,48.7,e
9357,9358,14,male,private,post graduate,7.9,54.9,no,>60 min,no,coaching,100.0,84.6,81.9,83.6,c
9358,9359,18,female,public,no formal,1.9,62.0,yes,30-60 min,yes,notes,36.1,35.4,43.9,34.0,f
9359,9360,19,female,public,diploma,8.0,50.3,no,30-60 min,no,textbook,89.8,100.0,77.7,91.3,b
9360,9361,18,male,public,post graduate,2.2,78.9,no,15-30 min,no,textbook,44.2,40.0,50.0,56.9,d
9361,9362,19,male,public,no formal,1.8,56.7,yes,<15 min,yes,coaching,37.8,46.8,49.3,40.5,e
9362,9363,19,male,private,no formal,6.9,54.7,yes,>60 min,no,online videos,92.3,71.3,71.6,80.6,c
9363,9364,14,other,private,graduate,4.0,78.2,yes,30-60 min,no,online videos,67.5,68.1,64.3,64.9,d
9364,9365,16,female,public,graduate,7.2,79.6,yes,>60 min,yes,online videos,93.7,84.7,74.2,88.1,b
9365,9366,18,other,private,post graduate,6.1,83.0,yes,>60 min,yes,textbook,96.7,87.6,79.0,86.6,b
9366,9367,16,male,public,diploma,1.7,75.2,yes,>60 min,yes,online videos,27.7,41.2,61.6,36.2,f
9367,9368,18,female,public,phd,1.4,94.2,yes,30-60 min,yes,textbook,31.9,57.1,39.6,48.1,e
9368,9369,18,female,private,no formal,3.9,56.2,yes,15-30 min,no,notes,50.0,65.0,65.0,60.0,d
9369,9370,19,female,public,no formal,4.7,89.3,yes,15-30 min,no,coaching,72.5,74.3,76.8,72.8,c
9370,9371,15,other,private,graduate,3.7,70.6,no,<15 min,yes,notes,63.6,71.0,60.2,66.0,d
9371,9372,16,female,public,phd,2.1,95.2,yes,30-60 min,no,online videos,56.3,58.4,63.9,58.9,d
9372,9373,14,male,public,no formal,2.1,61.7,yes,15-30 min,yes,coaching,43.1,43.6,14.2,38.0,f
9373,9374,15,male,public,post graduate,4.3,97.4,no,<15 min,yes,notes,69.5,85.5,92.6,73.8,c
9374,9375,15,female,private,phd,0.6,93.4,no,30-60 min,no,textbook,32.3,61.0,36.6,42.9,e
9375,9376,16,male,public,graduate,3.8,58.7,yes,15-30 min,yes,group study,40.4,62.0,38.7,50.2,e
9376,9377,16,male,private,post graduate,0.7,71.7,yes,<15 min,yes,mixed,45.0,53.3,29.7,38.9,f
9377,9378,19,male,public,high school,7.0,62.2,yes,15-30 min,no,textbook,96.0,76.8,71.3,85.3,b
9378,9379,18,male,private,post graduate,5.2,57.1,yes,15-30 min,yes,textbook,82.6,77.9,66.6,68.6,d
9379,9380,18,male,public,diploma,1.7,69.4,yes,>60 min,no,group study,37.8,44.9,47.3,42.6,e
9380,9381,14,female,public,high school,6.3,76.8,yes,15-30 min,yes,mixed,89.3,79.4,81.2,87.5,b
9381,9382,16,female,private,high school,4.2,70.1,yes,30-60 min,no,notes,63.9,52.9,55.6,59.2,d
9382,9383,18,male,private,phd,4.3,66.6,yes,>60 min,no,textbook,68.4,76.5,79.9,65.5,d
9383,9384,15,male,private,post graduate,2.4,66.4,yes,15-30 min,yes,mixed,55.6,59.8,46.0,50.0,e
9384,9385,16,female,public,post graduate,3.5,58.1,yes,>60 min,yes,textbook,53.9,35.9,53.2,47.0,e
9385,9386,18,male,private,post graduate,7.1,61.1,no,>60 min,no,group study,77.0,83.4,65.7,84.7,c
9386,9387,18,other,public,high school,1.6,76.5,yes,<15 min,no,coaching,30.9,24.1,41.9,37.1,f
9387,9388,19,female,private,high school,5.2,58.0,no,<15 min,yes,notes,65.6,57.5,60.4,61.3,d
9388,9389,16,female,public,graduate,2.1,91.5,no,30-60 min,no,group study,45.1,48.2,54.6,55.0,d
9389,9390,16,male,private,high school,3.8,86.8,yes,>60 min,no,textbook,58.0,64.0,48.1,64.3,d
9390,9391,16,male,public,graduate,4.5,99.4,yes,<15 min,yes,group study,79.7,86.0,81.2,78.2,c
9391,9392,18,male,public,phd,1.4,65.8,yes,<15 min,no,coaching,38.4,35.3,45.3,43.3,e
9392,9393,16,female,public,post graduate,1.1,59.1,no,30-60 min,no,notes,39.9,26.3,42.4,36.4,f
9393,9394,16,male,private,diploma,4.1,53.8,yes,15-30 min,no,group study,41.8,49.0,62.6,48.9,e
9394,9395,15,other,private,phd,3.6,67.5,yes,<15 min,yes,coaching,28.1,51.8,37.5,51.9,e
9395,9396,16,male,public,graduate,7.4,96.0,yes,<15 min,yes,online videos,100.0,86.3,99.9,98.7,a
9396,9397,15,female,private,diploma,5.7,79.6,no,>60 min,yes,coaching,85.3,91.6,79.1,86.1,b
9397,9398,17,female,public,phd,7.2,97.9,no,15-30 min,yes,notes,100.0,78.4,100.0,87.5,b
9398,9399,19,female,private,diploma,7.5,95.7,yes,15-30 min,no,online videos,93.5,100.0,95.3,97.3,a
9399,9400,18,other,private,high school,0.6,69.0,yes,15-30 min,yes,group study,25.5,32.1,36.7,24.6,f
9400,9401,16,female,private,no formal,7.1,71.9,yes,30-60 min,yes,coaching,75.0,91.5,71.4,79.0,c
9401,9402,19,other,public,graduate,7.7,65.0,yes,15-30 min,yes,group study,84.3,89.2,88.7,91.4,b
9402,9403,19,male,private,graduate,3.9,87.1,yes,<15 min,no,coaching,62.2,82.4,49.9,67.0,d
9403,9404,16,other,private,post graduate,5.3,78.5,yes,<15 min,yes,coaching,66.0,81.0,83.8,75.8,c
9404,9405,18,female,private,no formal,3.1,53.2,yes,>60 min,yes,coaching,40.1,48.3,21.5,38.8,f
9405,9406,16,female,private,high school,1.2,95.9,yes,<15 min,yes,group study,39.7,49.3,38.6,38.7,f
9406,9407,19,female,private,no formal,2.5,89.3,yes,>60 min,yes,notes,43.1,60.8,61.1,52.8,e
9407,9408,16,other,public,high school,1.1,96.6,yes,15-30 min,yes,notes,60.3,40.4,54.2,51.9,e
9408,9409,15,male,private,phd,4.2,62.5,yes,30-60 min,no,mixed,42.4,46.6,28.6,49.7,e
9409,9410,14,female,public,phd,5.4,87.6,yes,15-30 min,yes,online videos,72.7,75.2,69.5,72.9,c
9410,9411,19,male,public,diploma,0.5,81.7,yes,15-30 min,yes,group study,38.3,22.4,42.4,30.0,f
9411,9412,15,female,private,no formal,2.2,56.2,yes,15-30 min,no,mixed,54.5,46.3,47.2,41.6,e
9412,9413,18,male,private,phd,1.1,63.0,no,30-60 min,no,group study,17.9,33.7,39.1,41.6,e
9413,9414,14,female,private,no formal,7.7,59.6,yes,<15 min,yes,textbook,94.2,91.9,75.3,85.6,b
9414,9415,17,male,public,no formal,6.5,57.7,yes,>60 min,no,coaching,81.7,90.9,83.7,79.4,c
9415,9416,16,male,private,diploma,0.7,82.5,yes,30-60 min,yes,textbook,40.9,57.2,31.8,36.1,f
9416,9417,16,female,private,phd,6.6,93.3,no,15-30 min,yes,textbook,94.9,98.2,90.6,99.9,a
9417,9418,15,male,public,post graduate,6.7,99.4,yes,15-30 min,no,coaching,97.9,93.8,88.5,90.9,b
9418,9419,14,female,private,diploma,6.5,60.8,yes,30-60 min,yes,notes,77.2,64.3,73.6,66.8,d
9419,9420,16,male,private,diploma,7.1,83.7,yes,<15 min,no,online videos,100.0,100.0,90.9,97.4,a
9420,9421,16,other,public,no formal,4.0,53.9,yes,>60 min,yes,mixed,70.2,61.9,61.7,61.9,d
9421,9422,18,other,public,high school,2.3,62.0,yes,<15 min,yes,coaching,62.2,40.2,40.6,43.5,e
9422,9423,16,female,public,post graduate,7.0,92.4,yes,>60 min,no,online videos,97.5,100.0,71.6,83.7,c
9423,9424,15,male,public,diploma,6.8,97.1,yes,<15 min,yes,notes,82.5,98.2,86.2,89.3,b
9424,9425,15,male,public,phd,2.6,98.5,yes,>60 min,no,online videos,67.1,47.2,60.9,60.2,d
9425,9426,17,other,private,diploma,4.9,73.2,yes,<15 min,yes,group study,73.3,58.1,63.7,62.4,d
9426,9427,16,other,public,phd,4.7,86.8,yes,>60 min,no,group study,75.8,75.6,83.8,72.9,c
9427,9428,19,other,public,post graduate,4.2,68.5,yes,<15 min,yes,online videos,67.7,65.0,63.6,61.4,d
9428,9429,16,female,public,graduate,5.1,85.1,yes,30-60 min,no,group study,50.1,48.8,55.3,65.6,d
9429,9430,17,female,public,phd,1.1,57.6,yes,<15 min,yes,group study,23.4,22.2,30.3,24.1,f
9430,9431,14,male,private,phd,3.9,56.1,yes,<15 min,yes,online videos,48.9,67.8,45.7,51.8,e
9431,9432,15,male,public,high school,2.6,99.2,yes,15-30 min,yes,notes,56.8,75.7,57.5,66.6,d
9432,9433,19,other,private,high school,0.5,65.6,yes,>60 min,no,notes,40.6,39.2,47.7,31.1,f
9433,9434,16,female,private,post graduate,4.4,94.9,yes,30-60 min,no,online videos,64.4,55.7,79.8,76.5,c
9434,9435,16,female,public,no formal,3.2,51.1,yes,<15 min,no,group study,48.4,20.4,37.3,39.3,f
9435,9436,17,female,private,post graduate,3.7,91.6,yes,15-30 min,no,group study,61.0,61.3,57.3,62.6,d
9436,9437,14,male,public,diploma,1.3,96.8,yes,<15 min,no,group study,69.0,49.0,66.7,57.7,d
9437,9438,17,other,private,post graduate,4.3,50.8,yes,>60 min,yes,online videos,63.3,54.8,74.2,59.5,d
9438,9439,16,other,public,no formal,2.5,69.5,yes,>60 min,yes,notes,57.0,50.0,66.2,55.7,d
9439,9440,14,other,public,graduate,0.5,90.4,yes,>60 min,yes,mixed,42.0,43.8,51.7,42.5,e
9440,9441,16,female,private,graduate,6.4,50.2,yes,<15 min,no,group study,61.0,60.9,70.0,65.7,d
9441,9442,16,other,public,no formal,5.2,65.2,no,<15 min,yes,notes,75.4,88.5,58.1,73.3,c
